Order ID,OrderChannel,OrderDate,PizzaSize,PizzaType,SideOrder,OrderAmount($),Tip($),PaymentMethod,RiderName,LocationType, Distance(Km) ,OrderTime, DeliveryTime(Mins) ,DeliveryLocation
1092,Website,12-Jan-20,Large,veggie_veg,"Wings , Drink",22.01,5,Card,Tim,Apartment,0.2,18:10:06,2,Collister North
1093,Website,12-Jan-20,Large,four_cheese,Wings,18.7,1.3,Cash,Sammie,Apartment,2.3,19:32:50,20,Garden City
1094,Website,12-Jan-20,XXL,ital_supr,"Wings,Drink, Pasta",35.2,5,Card,Tim,House,2.6,19:42:41,23,Collister North
1095,Website,12-Jan-20,XXL,bbq_ckn,"Wings,Drink, Pasta",37.52,5,Card,Tim,House,2.5,20:58:38,22,Collister North
1096,Website,12-Jan-20,Medium,classic_dlx,Drink,13.6,3,Card,Sammie,Apartment,0.4,21:05:55,3,White Water (Downtown)
1097,Website,12-Jan-20,Large,prsc_argla,Wings,19.16,0.84,Cash,Sammie,Apartment,3.5,21:12:55,32,White Water (Downtown)
1098,Call Center,14-Jan-20,XLarge,ckn_alfredo,"Wings , Drink",30.92,9.18,Cash,Angel,House,4.3,11:28:33,39,West Glennwood
1099,Call Center,14-Jan-20,XLarge,sicilian,"Wings , Drink",27.35,17.65,Cash,Tim,House,1.2,12:04:16,10,Collister North
1100,Website,14-Jan-20,Medium,ckn_pesto,No Side,8.83,1.17,Cash,Angel,Business,3.7,15:28:30,34,White Water (Downtown)
1101,Website,14-Jan-20,Large,classic_dlx,"Wings , Drink",20.97,4.03,Card,Paul,House,1.2,17:28:53,10,Collister South
1102,Website,14-Jan-20,XXL,ital_supr,"Wings,Drink, Pasta",42.45,0,Cash,Angel,Business,2.2,18:24:14,20,Collister North
1103,Call Center,14-Jan-20,XXL,cali_ckn,"Wings,Drink, Pasta",39.03,3.97,Cash,Sammie,House,3.1,19:05:34,28,West Glennwood
1104,Website,15-Jan-20,Large,classic_dlx,Wings,17.83,3,Card,Paul,Business,3,11:39:14,27,Garden City
1105,Website,15-Jan-20,XXL,pepperoni,"Wings,Drink, Pasta",36.61,6,Card,Tim,House,1.2,12:20:46,10,White Water (Downtown)
1106,Website,15-Jan-20,Large,brie_carre,Wings,18.9,2.5,Card,Tim,Hotel,3,14:43:16,27,Garden City
1107,Website,15-Jan-20,Large,peppr_salami,"Wings , Drink",24.72,5,Card,Angel,Business,2.8,16:53:40,25,Garden City
1108,Website,15-Jan-20,Large,pepperoni,Wings,15.44,4.56,Cash,Paul,Apartment,2.7,18:24:57,24,North End
1109,Website,15-Jan-20,XLarge,big_meat,"Wings , Drink",25.23,3,Card,Tim,Apartment,3.5,19:28:42,32,North End
1110,Website,15-Jan-20,Large,mediterraneo,Wings,19.54,4,Card,Sammie,Apartment,3.5,19:46:17,32,North End
1111,Website,15-Jan-20,XLarge,the_greek,"Wings , Drink",32.67,2.33,Cash,Sammie,Apartment,2.2,20:09:16,20,Garden City
1112,Website,15-Jan-20,Medium,ital_supr,Drink,14.65,2,Card,Paul,House,3.3,20:26:02,30,West Glennwood
1113,Website,16-Jan-20,Large,southw_ckn,"Wings , Drink",23.14,1.86,Cash,Angel,House,0.6,13:21:23,5,Collister South
1114,Website,16-Jan-20,Large,brie_carre,Wings,18.9,6.1,Cash,Angel,Apartment,2.7,13:46:26,24,West Glennwood
1115,Website,16-Jan-20,Medium,spin_pestoach_supr,Drink,13.95,0,Cash,Angel,House,0.9,14:35:56,8,Collister South
1116,Website,16-Jan-20,XXL,the_greek,"Wings,Drink, Pasta",35.56,4.44,Cash,Paul,House,3,15:56:21,27,West Glennwood
1117,Website,16-Jan-20,Medium,classic_dlx,Drink,12.62,2,Card,Paul,House,3.8,16:18:31,35,North End
1118,Call Center,16-Jan-20,XLarge,five_cheese,"Wings , Drink",31.08,5.92,Cash,Sammie,House,0.7,17:03:26,6,White Water (Downtown)
1119,Website,16-Jan-20,Large,ital_supr,Wings,16.48,3,Card,Sammie,House,3.7,17:34:26,34,North End
1120,Website,16-Jan-20,Large,cali_ckn,"Wings , Drink",23.13,3,Card,Tim,Apartment,0.4,19:01:15,3,White Water (Downtown)
1121,Website,16-Jan-20,Large,spin_pestoach_supr,Wings,15.44,3.56,Cash,Tim,Apartment,1.1,19:27:59,9,White Water (Downtown)
1122,Website,17-Jan-20,XXL,pepperoni,"Wings,Drink, Pasta",36.9,4,Card,Sammie,House,0.4,12:49:13,3,Collister South
1123,Website,17-Jan-20,XLarge,ckn_alfredo,"Wings , Drink",31.49,2,Card,Sammie,House,1.5,13:01:49,13,Collister South
1124,Website,17-Jan-20,Medium,sicilian,No Side,11.48,1.52,Cash,Angel,House,1.8,15:09:10,16,Bogus Basin
1125,Website,17-Jan-20,Large,bbq_ckn,"Wings , Drink",22.08,1,Card,Tim,Apartment,0.8,16:10:04,7,Collister South
1126,Website,17-Jan-20,Large,hawaiian,Wings,16.6,3.4,Cash,Angel,House,3.6,18:27:37,33,North End
1127,Website,17-Jan-20,Medium,ital_supr,Drink,14.65,4,Card,Paul,House,8.4,19:10:40,80,Hidden Springs
1128,Website,17-Jan-20,Large,veggie_veg,Wings,16.48,2,Card,Angel,House,2.8,19:50:13,25,Collister North
1129,Website,17-Jan-20,XXL,five_cheese,"Wings,Drink, Pasta",43.25,8,Card,Sammie,Hotel,2.7,20:09:54,24,White Water (Downtown)
1130,Website,17-Jan-20,XXL Pizza,pep_msh_pep,"Wings, Pasta, Salad",60.6,5,Card,Paul,House,2.5,20:17:54,22,North End
1131,Website,17-Jan-20,Large,bbq_ckn,Wings,18.98,2,Card,Tim,House,4.2,20:24:54,38,Bogus Basin
1132,Website,17-Jan-20,Large,calabrese,"Wings , Drink",21.02,2.98,Cash,Tim,Apartment,3.6,20:25:54,33,North End
1133,Website,17-Jan-20,Large,ckn_pesto,Wings,15.44,4.56,Card,Angel,Apartment,1.1,20:39:54,9,Collister South
1134,Website,17-Jan-20,Large,four_cheese,Wings,16.78,4,Card,Paul,Apartment,2.9,20:46:54,26,White Water (Downtown)
1135,Website,18-Jan-20,XLarge,ital_supr,"Wings , Drink",27.35,3,Card,Tim,House,1.3,12:10:43,11,Collister North
1136,Website,18-Jan-20,Medium,spin_pestoach_supr,Drink,14.1,3,Card,Sammie,House,0.9,12:44:52,8,Collister North
1137,Website,18-Jan-20,Medium,ital_supr,Drink,14.65,2.35,Cash,Sammie,Hotel,2.7,13:27:18,24,Garden City
1138,Call Center,18-Jan-20,Medium,sicilian,No Side,8.83,1.13,Cash,Paul,Apartment,3.3,16:19:34,30,North End
1139,Website,18-Jan-20,XLarge,pepperoni,"Wings , Drink",28.44,5,Card,Angel,House,2.3,17:21:33,20,North End
1140,Website,18-Jan-20,XLarge,soppressata,"Wings , Drink",26.31,5,Card,Angel,House,8.4,17:31:54,80,Hidden Springs
1141,Website,18-Jan-20,Large,classic_dlx,"Wings , Drink",23.66,4,Card,Angel,Apartment,2,18:22:26,18,North End
1142,Website,18-Jan-20,XLarge,sicilian,"Wings , Drink",34.14,5.86,Cash,Paul,Business,0.6,18:33:38,5,Collister South
1143,Website,18-Jan-20,Large,soppressata,"Wings , Drink",21.98,3.02,Cash,Paul,Apartment,2.5,18:39:22,22,White Water (Downtown)
1144,Call Center,18-Jan-20,Large,spin_pestoach_supr,Wings,17.3,5,Card,Sammie,House,1.3,18:48:26,11,Collister North
1145,Website,18-Jan-20,Large,calabrese,Wings,18.9,3,Card,Sammie,House,2.7,19:07:26,24,North End
1146,Website,18-Jan-20,Large,ital_supr,Wings,15.27,2,Cash,Tim,House,1.3,19:23:26,11,Collister North
1147,Website,19-Jan-20,XLarge,spicy_ital,"Wings , Drink",33.7,5,Card,Tim,Apartment,3,11:37:52,27,Garden City
1148,Website,19-Jan-20,Large,green_garden,Wings,19.64,3.36,Cash,Sammie,Apartment,2.5,11:50:16,22,White Water (Downtown)
1149,Website,19-Jan-20,XLarge,sicilian,"Wings , Drink",31.62,5.32,Cash,Sammie,Apartment,1.3,12:22:27,11,Collister North
1150,Call Center,19-Jan-20,Large,big_meat,Wings,18.31,4.69,Card,Angel,House,2.2,12:43:23,20,Collister North
1151,Website,19-Jan-20,Large,ckn_alfredo,Wings,17.46,4.54,Cash,Tim,Apartment,0.7,12:44:09,6,Collister North
1152,Website,19-Jan-20,Large,four_cheese,Wings,17.84,3,Card,Angel,House,0.6,14:24:47,5,Collister South
1153,Website,19-Jan-20,Medium,hawaiian,Drink,14.65,2.35,Card,Paul,House,3,15:52:00,27,Bogus Basin
1154,Call Center,19-Jan-20,Large,ital_supr,Wings,18.24,4,Card,Angel,House,2.5,17:22:08,22,North End
1155,Website,19-Jan-20,Large,thai_ckn,Wings,18.24,2,Card,Angel,Apartment,2.5,18:14:51,22,White Water (Downtown)
1156,Website,19-Jan-20,XXL,veggie_veg,"Wings,Drink, Pasta",42.28,5,Card,Angel,House,2.2,18:15:41,20,White Water (Downtown)
1157,Website,19-Jan-20,Large,spicy_ital,Wings,18.37,5,Card,Sammie,House,1.3,18:44:25,11,Collister South
1158,Website,19-Jan-20,Large,napolitana,"Wings , Drink",20.68,5,Card,Angel,Apartment,3.2,18:49:43,29,North End
1159,Call Center,19-Jan-20,Large,spicy_ital,"Wings , Drink",24.18,3,Card,Sammie,House,2.6,19:41:18,23,Bogus Basin
1160,Website,19-Jan-20,XLarge,veggie_veg,"Wings , Drink",30.54,3,Card,Paul,Apartment,2.1,19:54:47,19,White Water (Downtown)
1161,Website,19-Jan-20,Large,classic_dlx,Wings,19.74,3,Card,Tim,Apartment,4.3,20:17:47,39,North End
1162,Website,19-Jan-20,Large,pep_msh_pep,"Wings , Drink",23.12,3,Card,Tim,Apartment,0.6,20:22:47,5,Collister North
1163,Website,19-Jan-20,XLarge,spin_pestoach_supr,"Wings , Drink",33.03,4,Card,Angel,Apartment,2.8,20:36:47,25,White Water (Downtown)
1164,Website,20-Jan-20,XLarge,classic_dlx,"Wings , Drink",25.52,4.48,Cash,Paul,Apartment,2.4,12:28:49,21,Garden City
1165,Website,20-Jan-20,Medium,ital_supr,Drink,12.87,3,Card,Tim,House,2.4,12:54:17,21,Collister North
1166,Call Center,20-Jan-20,Medium,pep_msh_pep,Drink,13.39,1,Card,Sammie,Apartment,3,14:03:49,27,West Glennwood
1167,Website,20-Jan-20,Large,peppr_salami,Wings,15.18,2,Card,Sammie,Apartment,2.9,16:25:27,26,Bogus Basin
1168,Website,20-Jan-20,Large,bbq_ckn,Wings,17.81,5.19,Cash,Paul,Apartment,1.7,17:18:29,15,Collister South
1169,Website,20-Jan-20,XLarge,veggie_veg,"Wings , Drink",29.88,5.12,Card,Angel,Apartment,2.5,18:45:28,22,Garden City
1170,Website,21-Jan-20,Medium,ckn_alfredo,No Side,10.26,2.34,Cash,Angel,Apartment,3,12:02:32,27,Bogus Basin
1171,Website,21-Jan-20,Large,pepperoni,Wings,15.27,4.73,Cash,Angel,Apartment,3,13:57:51,27,West Glennwood
1172,Website,21-Jan-20,Large,the_greek,"Wings , Drink",21.81,5,Card,Paul,House,2.1,15:44:50,19,Collister South
1173,Website,21-Jan-20,Medium,calabrese,No Side,10.12,4.88,Cash,Paul,House,2.7,18:02:19,24,North End
1174,Call Center,21-Jan-20,Large,ckn_alfredo,Wings,19.3,5.7,Cash,Sammie,Apartment,2,19:23:54,18,Garden City
1175,Website,21-Jan-20,Large,five_cheese,Wings,19.13,0,Card,Sammie,Apartment,3.7,20:40:24,34,North End
1176,Website,22-Jan-20,XXL Pizza,four_cheese,"Wings, Pasta, Salad",52.77,2.23,Cash,Tim,House,2.7,11:49:27,24,Garden City
1177,Website,22-Jan-20,Medium,four_cheese,Drink,13.06,3.94,Cash,Tim,Apartment,1.4,12:51:19,12,White Water (Downtown)
1178,Website,22-Jan-20,Medium,green_garden,Drink,13.33,2,Card,Sammie,Business,3,14:20:57,27,White Water (Downtown)
1179,Website,22-Jan-20,Medium,green_garden,Drink,14.65,1,Card,Sammie,House,2.6,17:06:58,23,West Glennwood
1180,Website,22-Jan-20,Medium,hawaiian,Drink,12.87,4,Card,Angel,House,3.1,18:08:01,28,Garden City
1181,Website,22-Jan-20,XLarge,ital_supr,"Wings , Drink",32.67,4.33,Cash,Tim,House,1.1,18:41:16,10,Collister North
1182,Website,22-Jan-20,Large,pepperoni,"Wings , Drink",20.75,0,Card,Angel,Apartment,2.2,19:27:23,21,North End
1183,Website,22-Jan-20,Large,spicy_ital,Wings,19.39,4.61,Cash,Paul,Apartment,2.3,20:07:52,22,Collister South
1184,Website,23-Jan-20,Large,spin_pestoach_supr,"Wings , Drink",20.12,5,Card,Angel,House,2.4,12:07:16,23,North End
1185,Website,23-Jan-20,Large,thai_ckn,"Wings , Drink",21,3,Cash,Sammie,House,1.8,12:50:05,17,North End
1186,Website,23-Jan-20,Large,veggie_veg,"Wings , Drink",21,4,Card,Paul,Apartment,2.5,13:46:38,24,White Water (Downtown)
1187,Website,23-Jan-20,Large,spicy_ital,"Wings , Drink",20,2,Cash,Tim,House,2.8,15:27:26,27,White Water (Downtown)
1188,Website,23-Jan-20,Large,thai_ckn,"Wings , Drink",20.37,2,Card,Tim,House,2.3,17:19:07,22,White Water (Downtown)
1189,Website,23-Jan-20,Large,peppr_salami,"Wings , Drink",21.22,3.78,Card,Angel,Apartment,0.8,19:01:00,7,Collister North
1190,Website,23-Jan-20,Medium,big_meat,Drink,12.54,5,Card,Paul,House,2.6,20:41:25,25,North End
1191,Website,23-Jan-20,XLarge,cali_ckn,"Wings , Drink",27.88,5,Card,Tim,House,2.3,21:03:49,22,Garden City
1192,Website,24-Jan-20,Large,four_cheese,Wings,15.88,3.12,Cash,Sammie,Business,3,11:31:41,29,White Water (Downtown)
1193,Call Center,24-Jan-20,Medium,ital_supr,No Side,8.83,1,Card,Sammie,House,2.6,12:39:57,25,North End
1194,Website,24-Jan-20,Large,ital_supr,Wings,18.9,3,Card,Paul,Apartment,3.5,13:05:06,35,West Glennwood
1195,Call Center,24-Jan-20,Medium,mexicana,Drink,13.95,2,Card,Angel,Apartment,3.7,13:25:29,37,West Glennwood
1196,Call Center,24-Jan-20,XLarge,pepperoni,"Wings , Drink",26.27,4.28,Cash,Angel,House,1.6,14:08:53,15,Collister North
1197,Website,24-Jan-20,Large,sicilian,"Wings , Drink",21.79,0.21,Cash,Angel,Apartment,2.7,16:32:20,26,Garden City
1198,Website,24-Jan-20,Large,sicilian,"Wings , Drink",20.83,4,Card,Paul,House,4.3,17:19:38,44,Bogus Basin
1199,Website,24-Jan-20,Large,southw_ckn,"Wings , Drink",24.19,0.82,Cash,Paul,House,2.3,17:27:27,22,Garden City
1200,Website,24-Jan-20,Large,spicy_ital,"Wings , Drink",22.08,3,Card,Sammie,House,2.2,17:48:45,21,North End
1201,Website,24-Jan-20,Large,spicy_ital,Wings,15.71,3,Card,Sammie,Apartment,2.1,18:18:27,20,Garden City
1202,Website,24-Jan-20,Large,spin_pestoach_supr,Wings,19.58,0.12,Cash,Tim,Business,2.9,18:29:01,28,Garden City
1203,Website,24-Jan-20,Medium,thai_ckn,Drink,13.97,2,Card,Tim,Apartment,2,19:11:50,19,White Water (Downtown)
1204,Website,24-Jan-20,XLarge,four_cheese,"Wings , Drink",28.44,0,Card,Sammie,Apartment,2.2,19:56:12,21,Garden City
