Delivery_ID,Rider_Name,Location_Type,Distance_Km,Order_Time,Delivery_Time_Mins,Delivery_Location
1206,Angel,House,2.3,11:34:38,22,Garden City
1207,Tim,House,1.8,12:07:09,17,Bogus Basin
1208,Angel,House,2.3,12:59:51,22,White Water (Downtown)
1209,Paul,House,2.3,14:15:54,22,White Water (Downtown)
1210,Tim,House,1.1,15:38:29,10,Collister South
1211,Angel,House,1.7,16:29:02,16,Collister North
1212,Angel,Apartment,0.3,17:55:40,2,Collister North
1213,Paul,House,2.1,18:23:25,20,Garden City
1214,Paul,Apartment,3.4,19:17:24,34,North End
1215,Sammie,House,3.5,19:48:33,35,West Glennwood
1216,Sammie,House,1.7,20:30:11,16,Collister North
1217,Tim,House,1,12:13:16,9,Collister South
1218,Tim,House,1.2,12:29:52,11,Collister South
1219,Sammie,House,3.7,12:22:55,37,Bogus Basin
1220,Sammie,House,1.3,13:09:50,12,Collister North
1221,Angel,House,1.2,13:23:16,11,White Water (Downtown)
1222,Tim,House,2.9,15:05:16,28,North End
1223,Angel,House,3.6,16:47:39,36,Bogus Basin
1224,Paul,Apartment,2.5,17:27:18,24,White Water (Downtown)
1225,Angel,Apartment,3,18:59:18,29,North End
1226,Sammie,Apartment,2.6,19:58:48,25,White Water (Downtown)
1227,Paul,House,7.6,20:29:18,85,Hidden Springs
1228,Tim,House,5.4,20:34:43,57,Bogus Basin
1229,Tim,Apartment,2.2,11:50:19,21,Garden City
1230,Angel,House,2.2,12:37:23,21,Garden City
1231,Paul,Apartment,0.9,15:02:47,8,Collister North
1232,Tim,House,3.7,17:07:58,37,North End
1233,Sammie,House,4.1,18:11:37,42,Bogus Basin
1234,Sammie,House,0.8,19:27:14,7,Collister South
1235,Paul,Apartment,2.5,11:25:36,24,Garden City
1236,Angel,House,3.3,12:27:06,32,Garden City
1237,Angel,House,0.9,13:25:22,8,Collister North
1238,Angel,House,1.4,14:06:41,13,Collister North
1239,Paul,House,0.6,14:58:08,5,White Water (Downtown)
1240,Paul,Business,2.9,19:10:04,28,Garden City
1241,Sammie,Apartment,0.6,20:45:34,5,Collister North
1242,Sammie,Apartment,1,20:55:20,9,Collister North
1243,Tim,House,1.5,12:17:41,14,Collister North
1244,Tim,Apartment,2,12:37:36,19,Garden City
1245,Sammie,House,2.5,14:05:09,24,Collister North
1246,Sammie,House,2.2,15:01:55,21,Garden City
1247,Angel,House,2.5,16:45:38,24,North End
1248,Tim,House,2.1,17:18:27,20,North End
1249,Angel,House,1.1,18:28:15,10,Collister North
1250,Paul,House,4.2,19:52:29,43,Bogus Basin
1251,Angel,House,3.8,20:01:57,38,Bogus Basin
1252,Sammie,Apartment,3.8,21:35:22,38,North End
1253,Paul,House,2.7,11:37:02,26,Collister North
1254,Tim,House,3.9,12:18:35,39,Bogus Basin
1255,Tim,House,1.4,13:15:42,13,Collister South
1256,Angel,House,3.6,15:37:29,35,North End
1257,Paul,Apartment,0.4,16:06:48,3,White Water (Downtown)
1258,Tim,House,1.2,17:06:27,10,Collister South
1259,Sammie,Apartment,0.4,12:11:55,3,White Water (Downtown)
1260,Sammie,House,3,12:58:26,28,Bogus Basin
1261,Paul,House,3.5,14:57:41,34,West Glennwood
1262,Angel,Apartment,2.4,17:02:19,22,White Water (Downtown)
1263,Angel,House,3.4,17:15:09,33,North End
1264,Tim,House,3.1,19:35:26,29,West Glennwood
1265,Paul,House,1.3,19:48:59,11,Collister North
1266,Paul,Apartment,2.3,20:01:36,21,Bogus Basin
1267,Sammie,House,1.6,20:07:36,14,Bogus Basin
1268,Sammie,Apartment,2.3,20:07:36,21,Garden City
1269,Tim,Apartment,3.8,11:40:25,38,Bogus Basin
1270,Tim,Apartment,0.4,12:02:01,3,White Water (Downtown)
1271,Sammie,Apartment,3.2,12:30:38,31,Garden City
1272,Sammie,House,4.5,13:11:46,46,North End
1273,Angel,Apartment,2.2,14:37:02,20,Garden City
1274,Tim,House,0.9,15:02:56,7,Collister North
1275,Angel,Apartment,0.4,15:39:22,3,White Water (Downtown)
1276,Paul,House,1.9,16:39:27,16,Collister South
1277,Sammie,Hotel,2.8,17:21:30,26,Garden City
1278,Angel,Apartment,0.4,17:46:32,3,White Water (Downtown)
1279,Sammie,Apartment,3.6,18:58:29,35,Garden City
1280,Angel,House,2.2,19:16:15,20,Garden City
1281,Angel,Hotel,2.9,19:57:35,27,Garden City
1282,Sammie,House,2.9,20:12:20,27,West Glennwood
1283,Paul,House,1.3,20:38:29,11,Collister North
1284,Tim,Hotel,3.1,20:50:15,29,Garden City
1285,Tim,Hotel,3.5,20:57:35,34,White Water (Downtown)
1286,Angel,House,1.5,21:42:20,13,Collister South
1287,Paul,Apartment,2.2,11:18:50,20,Garden City
1288,Tim,Hotel,2.9,12:10:16,27,White Water (Downtown)
1289,Sammie,Apartment,0.6,12:36:15,5,White Water (Downtown)
1290,Sammie,House,1.5,12:46:56,13,Collister North
1291,Paul,Apartment,2.1,13:14:51,19,Garden City
1292,Angel,House,3,13:32:15,28,Garden City
1293,Angel,Apartment,2.6,14:00:59,24,West Glennwood
1294,Angel,Business,2.2,15:00:27,20,Garden City
1295,Paul,House,8.1,15:33:42,100,Hidden Springs
1296,Paul,House,2.9,16:15:07,27,White Water (Downtown)
1297,Sammie,Apartment,2.5,17:43:50,23,White Water (Downtown)
1298,Sammie,House,3.1,18:33:19,29,North End
1299,Tim,House,2.8,18:54:39,26,Bogus Basin
1300,Tim,House,1.8,19:13:35,15,Bogus Basin
1301,Sammie,House,1.2,20:56:37,10,White Water (Downtown)
1302,Sammie,House,1.8,21:01:13,15,Collister North
1303,Angel,Apartment,2.5,11:42:40,23,White Water (Downtown)
1304,Tim,Apartment,3.3,12:38:57,32,North End
1305,Angel,Apartment,3.8,14:19:41,38,Bogus Basin
1306,Paul,House,3.7,17:47:24,36,North End
1307,Angel,Apartment,1.5,18:15:48,13,Collister South
1308,Sammie,House,2.6,18:49:37,24,Garden City
1309,Paul,Apartment,2.3,12:37:51,21,Garden City
1310,Tim,Apartment,0.2,13:06:06,1,Collister North
1311,Tim,Apartment,2.2,14:03:15,20,Garden City
1312,Angel,House,1.3,17:19:15,11,Collister South
1313,Paul,House,8.1,18:15:56,100,Hidden Springs
1314,Tim,House,2,19:54:45,17,North End
1315,Sammie,House,2.8,20:35:48,26,North End
1316,Tim,House,8.2,20:37:48,102,Hidden Springs
1317,Paul,House,2.1,21:05:48,19,North End
1318,Angel,House,2.5,12:21:56,23,Garden City
1319,Angel,Apartment,0.5,12:51:20,4,White Water (Downtown)
1320,Angel,House,2.5,13:49:20,23,North End
1321,Paul,House,2.1,15:55:03,19,White Water (Downtown)
1322,Paul,House,2.2,17:02:17,20,Garden City
1323,Sammie,House,0.7,18:23:27,5,Collister South
1324,Sammie,Apartment,0.07,19:43:06,1,White Water (Downtown)
1325,Tim,House,3.6,19:53:57,35,West Glennwood
1326,Tim,Apartment,0.8,20:36:44,6,Collister North
1327,Sammie,Apartment,1.3,12:14:07,11,White Water (Downtown)
1328,Sammie,Apartment,4.2,12:39:42,43,North End
1329,Angel,House,4.8,13:39:53,50,Bogus Basin
1330,Tim,Apartment,3.3,15:02:16,32,North End
1331,Angel,Apartment,2.6,16:54:20,24,Garden City
1332,Paul,Apartment,2.7,17:32:58,25,Garden City
1333,Angel,House,2.2,18:07:00,20,Garden City
1334,Angel,House,1.5,18:56:57,13,Collister South
1335,Sammie,House,3.1,19:42:52,29,North End
1336,Angel,House,2.2,20:43:34,20,Garden City
1337,Sammie,House,1.9,11:44:09,16,Bogus Basin
1338,Sammie,House,1.8,12:25:55,15,Bogus Basin
1339,Angel,House,1.2,13:18:01,10,Collister South
1340,Angel,House,0.9,13:46:19,7,Collister South
1341,Sammie,House,0.9,14:31:29,7,Collister North
1342,Sammie,House,1.4,16:23:27,12,Collister South
1343,Angel,House,3.5,17:23:24,34,West Glennwood
1344,Sammie,House,2.7,18:22:56,25,Collister North
1345,Angel,House,1.1,18:58:21,9,Collister North
1346,Angel,House,1.2,19:32:03,10,Collister North
1347,Sammie,Business,3.2,20:04:22,31,West Glennwood
1348,Sammie,Apartment,3.5,20:25:05,34,West Glennwood
1349,Sammie,House,3.1,20:35:02,29,West Glennwood
1350,Tim,House,3.4,20:35:02,33,North End
1351,Angel,House,1.4,11:48:30,12,Collister North
1352,Angel,House,1,12:03:04,8,Collister South
1353,Sammie,House,0.7,12:50:12,5,Collister North
1354,Sammie,House,1,13:30:53,8,White Water (Downtown)
1355,Angel,Apartment,0.3,14:13:48,2,White Water (Downtown)
1356,Sammie,House,0.6,16:03:48,5,White Water (Downtown)
1357,Angel,House,2.4,16:14:26,22,West Glennwood
1358,Sammie,House,3.2,16:48:33,31,North End
1359,Angel,Apartment,1.7,18:03:12,14,Collister North
1360,Angel,House,1.6,18:42:45,14,Collister North
1361,Angel,House,2.4,18:45:57,22,West Glennwood
1362,Sammie,House,3.3,18:51:46,32,North End
1363,Angel,House,7.5,20:03:53,90,Hidden Springs
1364,Sammie,House,2.6,20:36:12,24,North End
1365,Angel,House,1.8,20:45:55,15,Collister North
1366,Angel,Apartment,0.5,11:53:48,4,White Water (Downtown)
1367,Sammie,House,3,12:15:04,28,North End
1368,Sammie,House,0.8,13:06:58,6,Collister South
1369,Sammie,House,1.7,13:27:55,14,Collister South
1370,Angel,Apartment,0.3,15:09:11,2,Collister North
1371,Angel,Apartment,2.4,16:18:07,22,White Water (Downtown)
1372,Sammie,House,2.6,17:20:52,24,Collister North
1373,Sammie,House,2.1,17:55:42,19,Garden City
1374,Angel,House,4.1,18:33:33,41,North End
1375,Sammie,House,3.6,18:46:16,35,North End
1376,Sammie,House,1.1,18:46:57,9,Collister South
1377,Angel,House,2.5,19:04:17,23,North End
1378,Sammie,House,2,19:26:46,17,North End
1379,Angel,Apartment,2.7,19:51:49,25,White Water (Downtown)
1380,Angel,House,2.7,20:42:06,25,Garden City
1381,Sammie,Business,3.5,12:08:44,34,North End
1382,Sammie,House,3.1,12:57:12,29,North End
1383,Angel,House,0.8,14:28:10,6,Collister South
1384,Angel,House,3.3,16:03:50,32,Garden City
1385,Angel,Apartment,3.4,17:50:59,33,White Water (Downtown)
1386,Angel,Apartment,2.1,18:20:37,19,Garden City
1387,Sammie,Apartment,2.4,19:36:22,22,White Water (Downtown)
1388,Angel,House,3.1,20:52:36,29,Garden City
1389,Sammie,House,1.1,12:41:46,9,Collister North
1390,Sammie,House,2.4,13:37:32,22,White Water (Downtown)
1391,Angel,Hotel,3.2,16:25:28,31,Garden City
1392,Angel,Apartment,0.5,18:11:20,4,White Water (Downtown)
1393,Angel,House,1.2,19:32:31,10,Collister North
1394,Sammie,Business,2.9,20:19:45,27,White Water (Downtown)
1395,Angel,Apartment,0.2,20:31:45,1,Collister North
1396,Angel,Apartment,3.1,20:51:45,29,Garden City
1397,Sammie,House,2.1,11:40:45,19,Collister South
1398,Sammie,Apartment,0.9,13:15:44,7,Collister North
1399,Angel,Hotel,2.7,13:43:18,25,Garden City
1400,Sammie,Apartment,0.6,14:09:28,5,White Water (Downtown)
1401,Sammie,House,3.7,15:49:39,34,North End
1402,Angel,Apartment,2.6,17:28:21,23,West Glennwood
1403,Sammie,Business,2.4,18:12:59,21,Garden City
1404,Sammie,House,2.8,19:20:07,25,White Water (Downtown)
1405,Angel,House,3.4,19:53:16,31,North End
1406,Sammie,Apartment,3.3,20:09:13,30,North End
1407,Paul,House,1.6,11:34:00,14,Bogus Basin
1408,Tim,Apartment,2.1,11:55:52,19,White Water (Downtown)
1409,Tim,Apartment,2.2,12:04:44,20,Garden City
1410,Angel,Apartment,2.8,12:20:54,25,Garden City
1411,Paul,House,2.1,13:04:09,19,Garden City
1412,Tim,Hotel,3.2,13:10:46,29,Garden City
1413,Sammie,House,2.8,14:06:51,25,North End
1414,Sammie,Apartment,3.6,15:03:10,33,West Glennwood
1415,Paul,Apartment,1.5,15:38:25,13,Collister South
1416,Angel,House,2.1,16:34:51,19,North End
1417,Angel,Apartment,2.6,16:45:25,23,White Water (Downtown)
1418,Angel,House,2.2,17:01:56,20,Bogus Basin
1419,Paul,Apartment,2.2,17:29:20,20,Garden City
1420,Paul,Apartment,0.3,18:20:11,2,White Water (Downtown)
1421,Sammie,Apartment,3,18:48:15,27,West Glennwood
1422,Sammie,House,1.4,19:25:02,12,Collister North
1423,Tim,House,1.1,20:05:45,9,Collister North
1424,Tim,House,2.1,20:17:03,19,Garden City
1425,Sammie,House,2.2,20:29:32,20,Garden City
1426,Sammie,House,1,20:42:34,9,Collister North
1427,Angel,House,2.6,11:34:19,23,Bogus Basin
1428,Tim,Business,2,12:13:07,18,Garden City
1429,Angel,House,1.4,13:05:34,12,Collister South
1430,Paul,House,2.1,13:52:51,19,White Water (Downtown)
1431,Angel,Apartment,2.1,15:10:51,19,Garden City
1432,Sammie,Apartment,1.4,16:27:52,12,White Water (Downtown)
1433,Paul,House,0.9,17:17:51,8,Collister South
1434,Tim,House,8.4,17:37:47,83,Hidden Springs
1435,Tim,Hotel,2.7,17:59:55,24,White Water (Downtown)
1436,Angel,Apartment,2.5,19:24:34,22,West Glennwood
1437,Paul,House,2.2,19:42:42,20,Collister North
1438,Tim,House,4.4,20:02:52,41,Bogus Basin
1439,Sammie,House,0.9,11:33:10,8,Collister South
1440,Sammie,House,1.1,11:57:16,9,Collister North
1441,Paul,House,0.9,12:34:20,8,Collister North
1442,Angel,House,7.4,12:55:50,72,Hidden Springs
1443,Angel,House,2.4,13:17:14,21,Garden City
1444,Angel,Apartment,0.9,13:45:24,8,Collister North
1445,Paul,House,2.1,14:54:36,19,White Water (Downtown)
1446,Paul,House,1,15:47:34,9,Collister North
1447,Sammie,Apartment,0.07,16:34:14,1,White Water (Downtown)
1448,Sammie,Apartment,0.07,17:20:54,1,White Water (Downtown)
1449,Tim,Apartment,3,17:28:19,27,West Glennwood
1450,Tim,Apartment,2.8,17:33:09,25,North End
1451,Sammie,Apartment,3.3,17:41:14,30,North End
1452,Sammie,Hotel,2.7,17:50:56,24,Garden City
1453,Angel,Hotel,2.9,18:08:52,26,White Water (Downtown)
1454,Tim,House,2.6,19:01:44,23,White Water (Downtown)
1455,Angel,House,2.8,19:18:15,25,Collister North
1456,Paul,House,4.8,19:28:21,45,Bogus Basin
1457,Angel,Apartment,3.1,20:45:08,28,North End
1458,Tim,Apartment,2.2,11:42:07,20,Garden City
1459,Angel,Apartment,2.6,12:45:26,23,Bogus Basin
1460,Sammie,House,7.4,16:40:51,72,Hidden Springs
1461,Angel,House,1.5,17:21:23,13,Collister South
1462,Angel,Hotel,2.9,18:33:45,26,Garden City
1463,Angel,Apartment,3.3,19:39:24,30,North End
1464,Angel,Business,3.2,11:33:53,29,Garden City
1465,Angel,House,5.4,12:40:41,51,Hidden Springs
1466,Paul,Business,3.4,15:13:04,31,White Water (Downtown)
1467,Paul,Apartment,0.9,17:03:08,8,White Water (Downtown)
1468,Sammie,House,3,19:33:15,27,Garden City
1469,Sammie,House,2.3,12:31:18,20,Collister North
1470,Tim,House,1.6,13:51:06,14,Bogus Basin
1471,Paul,House,3.2,15:06:54,29,North End
1472,Angel,Business,1.8,15:58:21,16,Bogus Basin
1473,Sammie,House,2.5,17:17:46,22,North End
1474,Sammie,Apartment,3.1,18:52:09,28,North End
1475,Tim,House,2.1,19:37:04,19,Garden City
1476,Tim,Apartment,2.6,20:15:51,23,Garden City
1477,Sammie,House,2.9,20:55:29,26,West Glennwood
1478,Sammie,House,3.2,12:10:12,29,North End
1479,Sammie,Apartment,1.7,13:03:03,15,White Water (Downtown)
1480,Angel,Apartment,2.9,13:28:44,26,West Glennwood
1481,Sammie,House,2.8,15:05:33,25,Collister North
1482,Sammie,Business,3.2,16:22:16,29,Garden City
1483,Sammie,House,2.1,17:50:45,19,Bogus Basin
1484,Angel,House,2.5,19:10:40,22,Collister South
1485,Angel,Apartment,3.5,19:35:05,32,West Glennwood
1486,Tim,Apartment,2.3,20:03:27,20,Garden City
